# Этот файл описывает даты заливки базы. Формат записей:
#  День_недели  Дата  Время  GMT  всего_вопросов  разных_вопросов

# Пнд Ноя  1 20:49:17 EST 2004
# Втр Ноя  2 20:23:30 EST 2004
# Срд Ноя  3 22:34:24 EST 2004
# Птн Ноя  5 21:23:33 EST 2004
Sat 2011-07-23 17:53:38 GMT  206215 198263
Sun 2011-07-24 17:47:10 GMT  206336 198384
Mon 2011-07-25 15:30:51 GMT  206336 198384
Wed 2011-07-27 17:24:00 GMT  206790 198838
Fri 2011-07-29 15:58:48 GMT  206850 198898
Wed 2011-08-03 17:17:27 GMT  206961 199009
Fri 2011-08-05 18:56:35 GMT  207026 199057
Wed 2011-08-24 16:30:26 GMT  207194 199204
Mon 2011-08-29 11:45:31 GMT  207531 199519
Thu 2011-09-01 15:23:49 GMT  207627 199615
Tue 2011-09-13 15:20:19 GMT  208227 200209
Mon 2011-09-19 03:31:20 GMT  208477 200437
Mon 2011-09-19 15:10:15 GMT  208567 200518
Wed 2011-09-21 19:07:52 GMT  208906 200857
Mon 2011-09-26 16:22:14 GMT  209380 201329
Tue 2011-09-27 15:43:16 GMT  209469 201414
Thu 2011-09-29 15:54:44 GMT  209505 201422
Sat 2011-10-01 17:47:06 GMT  209565 201482
Thu 2011-10-06 17:16:21 GMT  210035 201972
Fri 2011-10-07 16:16:08 GMT  210035 201972
Sun 2011-10-09 18:51:17 GMT  210225 202091
Tue 2011-10-11 19:05:44 GMT  210297 202163
Wed 2011-10-12 15:45:13 GMT  210409 202275
Thu 2011-10-13 18:05:41 GMT  210877 202742
Fri 2011-10-14 16:16:22 GMT  211030 202892
Sat 2011-10-15 17:25:37 GMT  211174 203036
Wed 2011-10-19 08:57:28 GMT  211174 203036
Fri 2011-10-21 08:31:51 GMT  211174 203036
Tue 2011-11-08 17:23:11 GMT  211685 203521
Sat 2011-11-12 17:13:44 GMT  211927 203756
Sun 2011-11-13 18:41:13 GMT  212245 204036
Tue 2011-11-15 16:27:57 GMT  212336 204108
Mon 2011-11-21 17:34:55 GMT  212372 204144
Tue 2011-11-22 17:40:03 GMT  212372 204144
Sun 2011-11-27 19:13:17 GMT  212657 204421
Tue 2011-11-29 20:21:51 GMT  212845 204604
Sun 2011-12-04 19:24:18 GMT  213136 204870
Tue 2011-12-06 16:51:50 GMT  213136 204870
Fri 2011-12-09 16:55:20 GMT  213278 205007
Tue 2011-12-13 03:35:03 GMT  213490 205203
Fri 2011-12-16 13:53:14 GMT  213490 205203
Mon 2011-12-19 00:37:28 GMT  213540 205253
Fri 2011-12-23 02:29:43 GMT  213540 205253
Sat 2011-12-24 16:19:45 GMT  213848 205544
Wed 2011-12-28 15:56:59 GMT  214201 205869
Sat 2011-12-31 02:04:56 GMT  214351 206005
Tue 2012-01-03 02:14:42 GMT  214498 206145
Sun 2012-01-08 16:24:47 GMT  215065 206654
Mon 2012-01-09 16:06:09 GMT  215157 206746
Sun 2012-01-22 18:50:55 GMT  215427 207016
Mon 2012-01-23 19:09:21 GMT  215498 207083
Tue 2012-01-24 17:21:48 GMT  215608 207193
Wed 2012-01-25 21:42:31 GMT  215728 207313
Fri 2012-01-27 17:31:11 GMT  215773 207358
Sun 2012-01-29 18:53:01 GMT  215926 207511
Thu 2012-02-02 18:23:44 GMT  215926 207512
Thu 2012-02-02 18:30:04 GMT  215926 207512
Mon 2012-02-06 18:06:14 GMT  215926 207512
Thu 2012-02-09 16:43:34 GMT  216216 207791
Tue 2012-02-14 20:21:48 GMT  216511 208079
Thu 2012-02-16 17:20:40 GMT  216679 208226
Sat 2012-02-18 19:43:00 GMT  216802 208343
Wed 2012-02-22 20:15:11 GMT  217161 208702
Thu 2012-02-23 16:40:58 GMT  217161 208702
Sun 2012-02-26 18:51:12 GMT  217161 208722
Tue 2012-02-28 16:42:19 GMT  217161 208750
Sat 2012-03-10 18:05:29 GMT  218172 209755
Sun 2012-03-11 19:15:37 GMT  218245 209835
Mon 2012-03-12 21:56:55 GMT  218245 209837
Thu 2012-03-15 16:07:58 GMT  218800 210325
Sun 2012-03-18 18:32:21 GMT  219308 210784
Mon 2012-03-19 15:12:08 GMT  219524 211000
Tue 2012-03-20 16:59:36 GMT  219612 211088
Sat 2012-03-24 18:08:28 GMT  220009 211454
Mon 2012-03-26 15:37:11 GMT  221569 212985
Tue 2012-03-27 16:20:10 GMT  221743 213155
Wed 2012-03-28 19:54:03 GMT  221863 213267
Thu 2012-03-29 15:58:26 GMT  222188 213592
Sun 2012-04-01 18:06:27 GMT  222188 213592
Tue 2012-04-03 16:58:09 GMT  222965 214369
Thu 2012-04-05 19:59:46 GMT  223002 214406
Fri 2012-04-06 17:35:21 GMT  223002 214406
Mon 2012-04-09 15:44:07 GMT  223869 215272
Wed 2012-04-11 15:50:32 GMT  224044 215447
Thu 2012-04-12 16:14:40 GMT  224274 215646
Fri 2012-04-13 16:00:59 GMT  224274 215646
Tue 2012-04-17 16:43:24 GMT  225051 216413
Thu 2012-04-19 15:57:16 GMT  225051 216413
Tue 2012-04-24 16:07:33 GMT  225613 216972
Wed 2012-04-25 15:42:02 GMT  225613 216972
Wed 2012-05-02 15:28:48 GMT  226061 217382
Tue 2012-05-08 15:15:33 GMT  226171 217490
Mon 2012-05-14 17:32:41 GMT  226426 217745
Tue 2012-05-15 17:11:46 GMT  226462 217781
Tue 2012-06-05 15:41:00 GMT  226540 217859
Sun 2012-06-17 17:33:14 GMT  226630 217949
Wed 2012-06-20 16:54:24 GMT  226630 217949
Fri 2012-06-22 16:45:01 GMT  227100 218418
Mon 2012-06-25 15:36:18 GMT  227100 218418
Tue 2012-06-26 16:18:28 GMT  227356 218674
Wed 2012-06-27 15:33:26 GMT  227356 218673
Thu 2012-06-28 17:01:12 GMT  227489 218806
Mon 2012-07-02 19:03:40 GMT  227629 218946
Tue 2012-07-03 16:00:12 GMT  227760 219077
Wed 2012-07-04 16:41:39 GMT  227760 219077
Sat 2012-07-07 18:28:17 GMT  227940 219257
Tue 2012-07-10 16:00:09 GMT  228028 219345
Fri 2012-07-13 13:12:51 GMT  228307 219604
Sat 2012-07-14 17:37:10 GMT  228350 219647
Sun 2012-07-15 13:41:20 GMT  228350 219647
Tue 2012-07-17 00:52:13 GMT  228350 219647
Wed 2012-07-18 03:17:35 GMT  228350 219647
Tue 2012-07-24 17:03:45 GMT  228442 219739
Wed 2012-07-25 16:14:56 GMT  228762 220055
Thu 2012-07-26 15:33:12 GMT  228762 220055
Fri 2012-07-27 12:49:24 GMT  228762 220055
Sat 2012-07-28 17:55:30 GMT  228762 220055
Tue 2012-07-31 15:54:07 GMT  228762 220055
Thu 2012-08-02 18:53:56 GMT  229196 220472
Mon 2012-08-13 15:24:56 GMT  229455 220728
Tue 2012-08-14 15:26:55 GMT  229455 220728
Wed 2012-08-15 15:39:44 GMT  229455 220728
Thu 2012-08-16 15:28:49 GMT  229734 221007
Fri 2012-08-17 15:52:14 GMT  229952 221200
Sat 2012-08-18 17:46:54 GMT  229952 221200
Fri 2012-08-24 19:22:32 GMT  230247 221480
Sun 2012-08-26 18:39:54 GMT  230453 221640
Mon 2012-08-27 16:10:37 GMT  230543 221730
Wed 2012-08-29 18:26:36 GMT  230717 221878
Fri 2012-08-31 16:29:18 GMT  230799 221959
Sat 2012-09-01 16:13:28 GMT  230887 222047
Sun 2012-09-02 16:42:32 GMT  230887 222047
Mon 2012-09-03 17:59:57 GMT  231406 222476
Tue 2012-09-04 17:35:39 GMT  231418 222488
Wed 2012-09-05 15:17:02 GMT  231418 222488
Thu 2012-09-06 17:33:39 GMT  231418 222488
Fri 2012-09-07 16:51:26 GMT  231918 222887
Sat 2012-09-08 22:40:01 GMT  232058 223010
Wed 2012-09-12 14:49:17 GMT  232058 223010
Thu 2012-09-13 16:34:24 GMT  232165 223117
Fri 2012-09-14 16:10:31 GMT  232165 223117
Thu 2012-09-20 16:30:39 GMT  232410 223362
Sat 2012-09-22 18:32:07 GMT  232701 223642
Sun 2012-09-23 16:21:31 GMT  232701 223642
Mon 2012-09-24 16:06:24 GMT  232701 223642
Tue 2012-09-25 16:43:59 GMT  232848 223741
Wed 2012-09-26 14:41:41 GMT  233009 223902
Thu 2012-09-27 17:26:07 GMT  233009 223902
Fri 2012-09-28 16:13:32 GMT  233009 223902
Sat 2012-09-29 17:15:09 GMT  233593 224485
Sun 2012-09-30 19:48:39 GMT  233593 224485
Tue 2012-10-02 15:14:32 GMT  233593 224485
Thu 2012-10-04 15:47:49 GMT  233834 224726
Fri 2012-10-05 15:27:36 GMT  233948 224840
Sat 2012-10-06 17:26:58 GMT  233948 224840
Sun 2012-10-07 17:32:10 GMT  233948 224840
Mon 2012-10-08 16:33:55 GMT  233948 224840
Tue 2012-10-09 15:19:40 GMT  233948 224840
Wed 2012-10-10 17:43:27 GMT  233948 224840
Fri 2012-10-12 16:17:30 GMT  233948 224840
Tue 2012-10-16 15:27:21 GMT  233948 224840
Wed 2012-10-17 17:12:43 GMT  233948 224840
Sat 2012-10-20 19:45:40 GMT  234146 225038
Mon 2012-10-22 16:03:33 GMT  234317 225209
Tue 2012-10-23 17:01:53 GMT  234317 225209
Tue 2012-10-30 16:58:05 GMT  234768 225653
Thu 2012-11-01 17:13:10 GMT  234910 225792
Fri 2012-11-02 15:54:37 GMT  235028 225910
Sat 2012-11-03 18:38:16 GMT  235028 225910
Mon 2012-11-05 16:32:41 GMT  235268 226150
Tue 2012-11-06 15:47:27 GMT  235353 226235
Tue 2012-11-13 20:58:47 GMT  235353 226235
Thu 2012-11-15 17:39:00 GMT  235816 226683
Fri 2012-11-16 16:09:14 GMT  236035 226903
Mon 2012-11-19 16:58:38 GMT  236037 226905
Wed 2012-11-21 20:06:39 GMT  236037 226905
Mon 2012-11-26 17:09:52 GMT  236037 226905
Fri 2012-11-30 16:09:37 GMT  236324 227191
Sat 2012-12-01 19:57:42 GMT  236489 227355
Mon 2012-12-03 17:01:17 GMT  236489 227355
Tue 2012-12-04 16:12:59 GMT  236526 227392
Fri 2012-12-07 16:52:41 GMT  236662 227527
Sat 2012-12-08 20:07:34 GMT  236812 227670
Mon 2012-12-10 16:28:41 GMT  236812 227669
Sat 2012-12-15 19:37:03 GMT  236812 227669
Sun 2012-12-16 19:11:32 GMT  237065 227917
Tue 2012-12-18 04:17:28 GMT  237065 227917
Wed 2012-12-19 16:27:21 GMT  237065 227917
Wed 2012-12-26 18:29:35 GMT  237065 227917
Fri 2012-12-28 17:14:32 GMT  237066 227917
Sat 2012-12-29 16:28:55 GMT  237066 227917
Sun 2012-12-30 16:13:00 GMT  237066 227917
Mon 2012-12-31 21:06:57 GMT  237066 227917
Wed 2013-01-02 18:00:31 GMT  237066 227917
Thu 2013-01-03 16:59:53 GMT  237066 227917
Fri 2013-01-04 18:03:20 GMT  237509 228359
Sat 2013-01-05 18:28:51 GMT  237509 228359
Mon 2013-01-07 19:27:52 GMT  237509 228359
Tue 2013-01-08 16:30:57 GMT  237660 228504
Wed 2013-01-09 17:13:59 GMT  237660 228504
Thu 2013-01-10 20:25:07 GMT  237660 228504
Sat 2013-01-12 19:03:58 GMT  237986 228811
Mon 2013-01-14 16:54:07 GMT  238143 228931
Tue 2013-01-15 17:55:13 GMT  238143 228931
Sat 2013-01-19 18:40:00 GMT  238143 228931
Sun 2013-01-20 19:41:26 GMT  238143 228931
Tue 2013-01-22 00:56:49 GMT  238292 229023
Thu 2013-01-24 16:23:51 GMT  238526 229257
Fri 2013-01-25 16:15:17 GMT  238726 229456
Sat 2013-01-26 19:58:15 GMT  238726 229456
Thu 2013-01-31 17:13:13 GMT  238767 229497
Fri 2013-02-01 17:09:37 GMT  238931 229654
Sun 2013-02-03 18:21:27 GMT  238931 229654
Wed 2013-02-06 17:56:59 GMT  239099 229811
Thu 2013-02-07 16:19:13 GMT  239499 230211
Fri 2013-02-08 19:03:11 GMT  239746 230458
Tue 2013-02-19 17:04:41 GMT  239806 230514
Sun 2013-02-24 17:56:39 GMT  240036 230697
Wed 2013-02-27 16:36:34 GMT  240216 230875
Fri 2013-03-01 16:33:52 GMT  240370 231023
Sat 2013-03-02 20:06:27 GMT  240370 231023
Sun 2013-03-03 19:00:59 GMT  240370 231023
Sat 2013-03-09 19:42:39 GMT  240888 231533
Sun 2013-03-10 19:33:24 GMT  241011 231648
Wed 2013-03-13 12:40:09 GMT  241251 231888
Thu 2013-03-14 14:14:08 GMT  241301 231938
Mon 2013-03-18 14:37:47 GMT  241415 232041
Sun 2013-03-24 20:26:24 GMT  241546 232172
Mon 2013-03-25 15:49:07 GMT  241620 232246
Sun 2013-04-07 18:00:57 GMT  242118 232737
Mon 2013-04-15 16:18:36 GMT  242896 233505
Sun 2013-04-21 21:07:40 GMT  243061 233651
Wed 2013-04-24 15:35:28 GMT  243061 233651
Sun 2013-05-05 09:40:10 GMT  243241 233832
Tue 2013-05-07 19:11:25 GMT  243241 233832
Fri 2013-05-10 14:18:09 GMT  243605 234167
Sat 2013-05-11 16:25:08 GMT  243743 234305
Mon 2013-05-13 19:20:39 GMT  243743 234305
Sat 2013-06-15 14:32:19 GMT  244036 234596
Mon 2013-06-17 14:02:57 GMT  244400 234959
Wed 2013-06-19 15:20:05 GMT  244484 235043
Thu 2013-06-20 15:54:43 GMT  244770 235328
Tue 2013-06-25 15:40:56 GMT  244770 235328
Thu 2013-06-27 19:21:46 GMT  244908 235466
Fri 2013-06-28 16:32:59 GMT  244908 235466
Wed 2013-07-03 15:30:32 GMT  245087 235632
Wed 2013-07-17 17:55:06 GMT  245483 236028
Thu 2013-07-18 15:30:44 GMT  245529 236074
Fri 2013-07-19 15:42:59 GMT  245776 236321
Sun 2013-07-21 17:35:54 GMT  246490 237034
Tue 2013-07-23 15:59:04 GMT  246641 237177
Fri 2013-07-26 03:35:06 GMT  246641 237177
Fri 2013-08-02 15:31:15 GMT  246641 237177
Sun 2013-08-11 19:17:57 GMT  246835 237371
Mon 2013-08-12 16:33:58 GMT  247027 237562
Tue 2013-08-13 15:14:10 GMT  247027 237562
Sat 2013-08-17 18:27:38 GMT  247264 237791
Sun 2013-08-18 18:28:51 GMT  247264 237791
Wed 2013-08-21 16:36:31 GMT  247264 237791
Thu 2013-08-22 15:45:44 GMT  247264 237790
Wed 2013-08-28 16:11:48 GMT  247264 237790
Thu 2013-08-29 13:03:39 GMT  247264 237790
Sat 2013-08-31 18:06:15 GMT  247489 237984
Sat 2013-09-07 09:09:23 GMT  247489 237984
Sun 2013-09-08 11:10:37 GMT  247939 238354
Wed 2013-09-11 08:54:12 GMT  248716 239127
Sun 2013-09-22 15:06:02 GMT  249169 239581
Tue 2013-09-24 13:23:01 GMT  249319 239701
Wed 2013-09-25 13:39:54 GMT  249469 239805
Sun 2013-09-29 17:02:09 GMT  249780 240108
Wed 2013-10-02 15:01:41 GMT  249780 240108
Fri 2013-10-04 15:17:52 GMT  249930 240258
Sat 2013-10-05 17:36:19 GMT  250100 240391
Mon 2013-10-07 15:54:24 GMT  250532 240823
Tue 2013-10-08 15:05:13 GMT  250532 240823
Thu 2013-10-10 13:54:09 GMT  250532 240823
Fri 2013-10-18 17:07:36 GMT  250738 241026
Sat 2013-10-19 13:56:36 GMT  250911 241199
Tue 2013-10-29 22:52:10 GMT  251465 241746
Fri 2013-11-01 16:15:39 GMT  251675 241949
Sat 2013-11-02 19:34:45 GMT  251675 241949
Mon 2013-11-04 16:57:54 GMT  251675 241949
Fri 2013-11-08 15:57:29 GMT  251932 242206
Fri 2013-11-15 16:26:44 GMT  251932 242206
Sun 2013-11-17 19:24:07 GMT  252337 242538
Wed 2013-11-20 19:25:23 GMT  252659 242860
Sat 2013-11-23 19:35:03 GMT  252972 243171
Thu 2013-12-05 18:11:07 GMT  253107 243302
Fri 2013-12-06 16:47:49 GMT  253107 243302
Sun 2013-12-08 21:36:05 GMT  253242 243416
Tue 2013-12-10 16:08:32 GMT  253572 243720
Tue 2013-12-10 16:15:39 GMT  253572 243720
Wed 2013-12-11 17:10:51 GMT  253645 243793
Thu 2013-12-12 21:35:41 GMT  253645 243793
Fri 2013-12-13 18:11:22 GMT  253779 243927
Sun 2013-12-15 16:54:01 GMT  254025 244140
Mon 2013-12-16 16:52:37 GMT  254025 244140
Tue 2013-12-17 17:43:22 GMT  254025 244140
Sun 2013-12-22 20:04:57 GMT  254218 244333
Thu 2013-12-26 15:04:52 GMT  254398 244499
Thu 2014-01-02 22:51:00 GMT  254510 244611
Fri 2014-01-03 16:47:28 GMT  254555 244656
Sun 2014-01-12 18:40:15 GMT  254995 245035
Tue 2014-01-14 17:08:43 GMT  255067 245078
Mon 2014-01-20 16:35:44 GMT  255308 245286
Tue 2014-01-21 18:44:23 GMT  255443 245421
Thu 2014-01-23 14:26:27 GMT  255540 245518
Sun 2014-01-26 19:13:17 GMT  255716 245694
Mon 2014-01-27 16:45:47 GMT  255806 245784
Tue 2014-01-28 19:42:06 GMT  255806 245784
Thu 2014-01-30 18:55:26 GMT  255806 245790
Fri 2014-01-31 16:43:20 GMT  255806 245790
Tue 2014-02-11 18:20:37 GMT  255809 245800
Thu 2014-02-13 18:02:52 GMT  255809 245801
Sat 2014-02-15 20:01:30 GMT  255809 245804
Mon 2014-02-24 22:21:10 GMT  255866 245861
Wed 2014-03-05 17:59:08 GMT  256423 246418
Tue 2014-03-11 15:13:46 GMT  256423 246418
Sat 2014-03-22 18:35:10 GMT  257185 247179
Tue 2014-03-25 16:23:23 GMT  257347 247268
Wed 2014-03-26 19:20:12 GMT  257347 247268
Thu 2014-03-27 18:25:52 GMT  257383 247304
Sat 2014-03-29 17:52:24 GMT  257479 247398
Wed 2014-04-02 16:13:49 GMT  257515 247434
Fri 2014-04-04 16:13:16 GMT  257620 247539
Wed 2014-04-23 17:28:01 GMT  257620 247539
Sat 2014-05-03 19:27:29 GMT  258870 248789
Sat 2014-05-03 19:36:00 GMT  258870 248789
Sun 2014-05-04 17:56:43 GMT  258870 248789
Wed 2014-05-07 15:55:38 GMT  259123 249034
Tue 2014-06-17 14:00:09 GMT  260346 250173
Wed 2014-06-18 19:27:03 GMT  260565 250318
Fri 2014-06-20 10:10:06 GMT  260648 250365
Tue 2014-07-01 15:12:51 GMT  261665 251379
Wed 2014-07-02 15:15:20 GMT  261726 251440
Fri 2014-07-04 16:03:31 GMT  262161 251865
Sat 2014-07-05 16:44:46 GMT  262161 251865
Mon 2014-07-14 16:34:54 GMT  262205 251905
Thu 2014-07-17 03:11:25 GMT  262333 252033
Sun 2014-07-20 01:30:23 GMT  262590 252290
Thu 2014-07-24 12:23:56 GMT  263022 252717
Sun 2014-07-27 04:09:36 GMT  263203 252898
Mon 2014-07-28 17:12:52 GMT  263477 253172
Tue 2014-07-29 16:57:35 GMT  263477 253172
Wed 2014-08-06 12:40:27 GMT  264174 253867
Thu 2014-08-07 14:19:48 GMT  264234 253927
Tue 2014-08-12 14:54:49 GMT  264538 254197
Thu 2014-08-14 15:21:44 GMT  264538 254197
Fri 2014-08-15 15:43:01 GMT  264538 254197
Sat 2014-08-16 17:31:06 GMT  264601 254257
Tue 2014-08-19 15:38:06 GMT  264879 254525
Wed 2014-08-20 18:28:25 GMT  265111 254741
Fri 2014-08-22 14:52:13 GMT  265147 254777
Fri 2014-08-29 15:20:50 GMT  265196 254802
Mon 2014-09-01 19:33:34 GMT  265304 254910
Thu 2014-09-11 17:47:31 GMT  265525 255131
Sat 2014-09-13 18:29:08 GMT  265748 255333
Sun 2014-09-14 16:22:44 GMT  265748 255333
Tue 2014-09-16 20:52:08 GMT  265888 255473
Mon 2014-09-22 14:36:36 GMT  265991 255572
Tue 2014-09-30 15:28:32 GMT  266501 256072
Mon 2014-10-06 15:47:47 GMT  267049 256576
Thu 2014-10-09 15:58:48 GMT  267570 257043
Mon 2014-10-13 16:54:55 GMT  267865 257298
Fri 2014-10-17 15:35:16 GMT  268159 257568
Thu 2014-10-23 19:20:10 GMT  268509 257918
Sun 2014-10-26 19:07:52 GMT  268787 258194
Mon 2014-10-27 17:11:20 GMT  268787 258194
Tue 2014-10-28 15:16:47 GMT  268750 258157
Thu 2014-10-30 16:03:01 GMT  268885 258292
Mon 2014-11-10 16:39:51 GMT  270127 259520
Tue 2014-11-11 16:19:48 GMT  270127 259517
Wed 2014-11-12 16:32:20 GMT  270166 259557
Thu 2014-11-13 18:30:00 GMT  270166 259557
Sat 2014-11-15 19:37:34 GMT  270166 259557
Wed 2014-11-19 16:45:22 GMT  270368 259759
Thu 2014-11-20 16:33:33 GMT  270368 259759
Fri 2014-11-21 17:23:03 GMT  270368 259759
Wed 2014-11-26 18:41:21 GMT  270907 260298
Sat 2014-11-29 18:56:53 GMT  271102 260493
Fri 2014-12-12 17:48:34 GMT  271102 260493
Sat 2014-12-13 20:11:06 GMT  271102 260493
Tue 2014-12-16 16:24:03 GMT  271406 260797
Wed 2014-12-17 16:21:59 GMT  271442 260833
Sat 2014-12-20 00:06:25 GMT  271673 261055
Sat 2014-12-20 00:09:41 GMT  271673 261055
Sat 2014-12-20 00:23:32 GMT  271673 261055
Mon 2014-12-22 17:32:24 GMT  272204 261567
Wed 2014-12-24 17:24:42 GMT  272551 261906
Sat 2014-12-27 16:04:39 GMT  272632 261987
Mon 2014-12-29 18:30:15 GMT  272809 262133
Fri 2015-01-02 17:00:32 GMT  273198 262522
Sat 2015-01-03 18:38:41 GMT  273395 262719
Mon 2015-01-05 16:52:50 GMT  273695 262999
Tue 2015-01-06 17:00:36 GMT  273695 262999
Wed 2015-01-07 16:27:40 GMT  273815 263108
Fri 2015-01-09 16:34:40 GMT  273926 263210
Sat 2015-01-10 18:00:37 GMT  273926 263210
Sun 2015-01-11 19:05:14 GMT  273926 263210
Mon 2015-01-12 17:41:58 GMT  274038 263322
Sat 2015-01-17 17:57:15 GMT  274183 263467
Thu 2015-01-22 17:49:48 GMT  274255 263539
Sun 2015-01-25 19:12:25 GMT  274315 263595
Mon 2015-01-26 17:24:40 GMT  274494 263774
Thu 2015-01-29 15:56:41 GMT  274611 263891
Sat 2015-01-31 19:33:52 GMT  274648 263928
Mon 2015-02-02 15:52:35 GMT  274774 264054
Fri 2015-02-06 02:04:35 GMT  274849 264129
Sat 2015-02-07 19:15:43 GMT  274849 264129
Sun 2015-02-08 17:36:49 GMT  275041 264321
Sun 2015-02-15 18:26:11 GMT  275461 264722
Mon 2015-02-16 16:22:30 GMT  275585 264786
Sat 2015-02-21 18:33:45 GMT  275645 264831
Sun 2015-02-22 17:56:36 GMT  276002 265175
Mon 2015-03-02 17:53:31 GMT  276075 265248
Tue 2015-03-03 22:55:25 GMT  276159 265332
Wed 2015-03-04 16:40:45 GMT  276159 265332
Fri 2015-03-06 17:07:38 GMT  276231 265404
Sat 2015-03-07 16:42:28 GMT  276303 265476
Sun 2015-03-08 15:49:55 GMT  276428 265592
Mon 2015-03-09 15:43:38 GMT  276473 265637
Thu 2015-03-12 16:20:37 GMT  276673 265822
Fri 2015-03-13 15:45:22 GMT  276734 265883
Sat 2015-03-14 17:17:55 GMT  276854 266003
Sun 2015-03-15 17:35:55 GMT  277017 266166
Thu 2015-03-19 15:25:33 GMT  277017 266166
Sat 2015-03-21 18:07:57 GMT  277095 266244
Thu 2015-03-26 15:49:08 GMT  277256 266405
Fri 2015-03-27 15:42:44 GMT  277316 266464
Sat 2015-03-28 18:24:45 GMT  277345 266493
Tue 2015-03-31 15:50:37 GMT  277513 266661
Sun 2015-04-05 21:23:31 GMT  277812 266960
Tue 2015-04-07 15:48:08 GMT  277908 267056
Sat 2015-04-11 16:56:38 GMT  277989 267137
Mon 2015-04-13 17:31:24 GMT  278157 267305
Fri 2015-04-17 20:03:02 GMT  278425 267570
Tue 2015-04-21 15:30:12 GMT  278869 267977
Fri 2015-04-24 15:39:03 GMT  279121 268220
Sun 2015-04-26 15:30:38 GMT  279157 268252
Tue 2015-04-28 17:07:27 GMT  279157 268252
Wed 2015-04-29 15:39:54 GMT  279234 268329
Thu 2015-04-30 15:54:17 GMT  279296 268391
Fri 2015-05-01 15:47:28 GMT  279439 268534
Tue 2015-05-05 17:21:05 GMT  279643 268738
Sun 2015-05-10 16:38:24 GMT  279733 268828
Mon 2015-05-11 17:35:16 GMT  279733 268828
Wed 2015-05-13 09:05:57 GMT  280119 269197
Sat 2015-05-16 07:18:02 GMT  280119 269197
Sun 2015-05-24 11:57:23 GMT  280683 269761
Thu 2015-05-28 15:33:08 GMT  280773 269851
Fri 2015-05-29 19:19:09 GMT  280821 269899
Sun 2015-05-31 16:44:55 GMT  280857 269935
Tue 2015-06-02 17:13:16 GMT  280857 269935
Wed 2015-06-03 14:11:37 GMT  280953 270024
Thu 2015-06-04 15:02:57 GMT  280953 270024
Fri 2015-06-05 15:33:03 GMT  281047 270118
Sat 2015-06-06 15:21:12 GMT  281137 270208
Mon 2015-06-08 15:16:39 GMT  281137 270208
Wed 2015-06-10 14:31:02 GMT  281377 270448
Thu 2015-06-11 15:46:00 GMT  281377 270448
Sat 2015-06-13 14:01:06 GMT  281546 270610
Sun 2015-06-14 15:11:31 GMT  281714 270770
Mon 2015-06-15 15:38:57 GMT  281714 270770
Tue 2015-06-16 17:42:58 GMT  281714 270770
Thu 2015-06-18 03:06:48 GMT  281786 270842
Thu 2015-06-18 13:36:47 GMT  281836 270888
Sun 2015-06-21 20:14:07 GMT  281878 270930
Wed 2015-06-24 16:21:49 GMT  281923 270975
Fri 2015-06-26 18:12:07 GMT  281923 270975
Sun 2015-06-28 17:32:20 GMT  282058 271110
Sun 2015-07-05 18:15:31 GMT  282351 271402
Mon 2015-07-06 16:40:45 GMT  282351 271403
Tue 2015-07-07 16:08:23 GMT  282350 271402
Sun 2015-07-12 17:52:52 GMT  282350 271402
Wed 2015-07-15 12:25:32 GMT  282609 271655
Fri 2015-07-17 10:37:13 GMT  282777 271823
Sat 2015-07-18 09:18:55 GMT  282837 271883
Mon 2015-07-20 09:20:02 GMT  282882 271928
Wed 2015-07-22 09:18:12 GMT  283035 272081
Fri 2015-07-24 00:16:53 GMT  283170 272216
Sun 2015-07-26 16:00:35 GMT  283301 272317
Mon 2015-07-27 16:09:35 GMT  283384 272400
Tue 2015-07-28 15:12:51 GMT  283450 272466
Thu 2015-07-30 15:11:56 GMT  283811 272827
Mon 2015-08-03 15:54:01 GMT  283811 272824
Sun 2015-08-30 17:33:08 GMT  284053 273006
Mon 2015-08-31 15:59:18 GMT  284149 273098
Wed 2015-09-02 17:05:39 GMT  284199 273148
Thu 2015-09-03 15:53:52 GMT  284307 273256
Fri 2015-09-04 17:26:07 GMT  284353 273302
Sat 2015-09-05 18:30:18 GMT  284479 273428
Sun 2015-09-06 18:30:52 GMT  284479 273428
Wed 2015-09-09 14:39:44 GMT  284479 273428
Thu 2015-09-10 17:38:20 GMT  284629 273571
Fri 2015-09-11 16:12:58 GMT  284629 273571
Sat 2015-09-12 21:20:31 GMT  284900 273842
Sun 2015-09-13 18:25:59 GMT  284900 273842
Mon 2015-09-14 16:00:50 GMT  285098 274040
Tue 2015-09-15 16:33:55 GMT  285134 274076
Wed 2015-09-16 13:49:03 GMT  285170 274112
Sun 2015-09-20 16:55:29 GMT  285255 274197
Wed 2015-09-23 15:01:59 GMT  285330 274242
Thu 2015-09-24 15:34:06 GMT  285430 274342
Fri 2015-09-25 16:18:49 GMT  285553 274465
Sat 2015-09-26 17:53:48 GMT  285684 274577
Tue 2015-09-29 16:05:58 GMT  285781 274674
Wed 2015-09-30 17:26:06 GMT  285781 274674
Sat 2015-10-03 00:25:51 GMT  285786 274679
Sat 2015-10-03 20:38:27 GMT  285862 274720
Mon 2015-10-05 15:50:56 GMT  285862 274720
Tue 2015-10-06 15:24:49 GMT  286128 274922
Wed 2015-10-07 13:56:40 GMT  286338 275131
